config_id,model_name,batch_size,epochs,learning_rate,warm_up,training_time,peak_memory,test_mse,test_mae,test_rmse,test_pearson,use_reference
0,indobenchmark/indobert-lite-base-p2,16,24,2e-05,0.0,4469.965464830399,4910.64892578125,0.011142979126556643,0.06787864,0.105506055,0.9485400470868766,True
