config_id,model_name,batch_size,epochs,learning_rate,warm_up,dropout,training_time,peak_memory,test_mse,test_mae,test_rmse,test_pearson,use_reference
0,indobenchmark/indobert-lite-base-p2,16,24,2e-05,0.0,0.5,4405.084901332855,4910.64892578125,0.01196815905028156,0.080395326,0.109503694,0.9439293766192749,True
