config_id,model_name,batch_size,epochs,learning_rate,warm_up,training_time,peak_memory,test_mse,test_mae,test_rmse,test_pearson,use_reference,layer_norm,use_pretrained_weight
0,indobenchmark/indobert-lite-base-p2,16,48,2e-05,0.0,4836.372031927109,6634.9150390625,0.014450351308499063,0.09055642,0.12223728,0.8950794540567354,True,fr,False
