config_id,model_name,batch_size,epochs,learning_rate,warm_up,dropout,training_time,peak_memory,test_mse,test_mae,test_rmse,test_pearson
0,indobenchmark/indobert-lite-base-p2,4,82,5e-05,0.0,0.3,5666.0276782512665,1767.72119140625,0.0104570779948214,0.076218374,0.102685444,0.9209794455055518
1,indobenchmark/indobert-lite-base-p2,16,32,0.0001,0.0,0.3,1961.3200821876526,6564.3310546875,0.024426054768264295,0.12013102,0.15656233,0.7999025058944056
2,indobenchmark/indobert-lite-base-p2,4,21,5e-05,0.0,0.5,1494.7010667324066,6564.3310546875,0.050098818835491936,0.17003396,0.22467881,0.48999674404659327
3,indobenchmark/indobert-lite-base-p2,16,35,0.0001,0.0,0.5,2009.845989227295,6566.88134765625,0.012989373753468196,0.08946544,0.11428948,0.8978285835380954
4,indobenchmark/indobert-lite-base-p2,4,54,5e-05,0.0,0.7,3517.671518087387,6566.88134765625,0.012133382519338435,0.07856504,0.110594496,0.9035941535642587
5,indobenchmark/indobert-lite-base-p2,16,47,0.0001,0.0,0.7,2649.466502428055,6566.88134765625,0.011024142211923996,0.08064871,0.10530745,0.9136039770816561
