config_id,epoch,train_mse,train_mae,train_rmse,train_pearson,valid_mse,valid_mae,valid_rmse,valid_pearson,learning_rate
0,1,0.15026840786497617,0.28720725,0.38788414,0.2591647052365424,0.04919274337589741,0.17418554,0.2220309,0.6685320008493102,2e-05
0,2,0.07031158578687723,0.21184358,0.2656217,0.5292353871735138,0.03458556936432918,0.13957055,0.18614864,0.7201560977868372,2e-05
0,3,0.062032889632373744,0.19493565,0.24986124,0.5858612946658437,0.031036990461871028,0.13268343,0.1763307,0.7490912119692062,2e-05
0,4,0.05908409721150841,0.18813457,0.24046314,0.6227411678234246,0.060401596749822296,0.21283475,0.24581687,0.7721086520614153,2e-05
0,5,0.054493623641655616,0.18198219,0.2325841,0.6461920107618829,0.030217177467420697,0.13281655,0.1739175,0.7895826269607996,2e-05
0,6,0.04810686524688583,0.17073147,0.21825117,0.6892155655562847,0.026424809048573177,0.11937951,0.16262779,0.7983984670459562,2e-05
0,7,0.04430944597367773,0.16572219,0.21083118,0.7115824779663011,0.046193231362849474,0.16685201,0.21504503,0.7993244168634157,2e-05
0,8,0.03726902827812532,0.1513922,0.19376928,0.7503647155283305,0.023174267960712314,0.11046869,0.15235087,0.8219664883285491,2e-05
0,9,0.032252484644503934,0.14096896,0.18011226,0.7882875976552632,0.022217112127691507,0.11255742,0.14915197,0.8290227350156775,2e-05
0,10,0.029710167716497305,0.13635394,0.1725539,0.8052449255613641,0.03433672431856394,0.14245816,0.18533073,0.8344687302405218,2e-05
0,11,0.024474565760645363,0.12372446,0.15621582,0.8409747915675029,0.020920666594368715,0.111271225,0.14478996,0.8359252180795539,2e-05
0,12,0.027912459250709964,0.1340293,0.16782345,0.8180226936850751,0.024948745345075924,0.118904375,0.15805955,0.8435584191444221,2e-05
0,13,0.022562490070488342,0.11991928,0.15070046,0.8523148610645951,0.02109936741180718,0.106694564,0.14533514,0.8482353515153566,2e-05
0,14,0.017461498462374218,0.10697209,0.13272199,0.8854537722172666,0.024668014763544004,0.12335595,0.1571027,0.8543309868702418,2e-05
0,15,0.019398084678447124,0.110641874,0.13933077,0.8761850273245105,0.02172501035965979,0.11135776,0.14749563,0.8489514862686128,2e-05
0,16,0.015052494372735665,0.09726777,0.12321698,0.9007910244718438,0.01969924025858442,0.10438254,0.14043602,0.8518347560033614,2e-05
0,17,0.01575148912607548,0.099245,0.12598896,0.897690066234413,0.020171489256123703,0.104685515,0.1420781,0.8495153948495141,2e-05
0,18,0.013822240908582186,0.093837656,0.11783708,0.9099905946283298,0.021028190618380904,0.111318335,0.14507978,0.8534080992279937,2e-05
0,19,0.013280540464695581,0.09121926,0.115243755,0.9144322462381826,0.027356337600698073,0.124452524,0.1654401,0.853477337844379,2e-05
0,20,0.012755922567502586,0.09101723,0.11335702,0.9163583641113122,0.020066318024570744,0.1043484,0.1417355,0.8521595496127525,2e-05
0,21,0.01180038194306502,0.08748669,0.10897965,0.9231769228998158,0.04959094369163116,0.17181568,0.22257422,0.8456856905920002,2e-05
0,22,0.01158340411025493,0.086476855,0.10808977,0.9245946357184753,0.023563413803155225,0.11378491,0.15350367,0.8553809889859159,2e-05
0,23,0.009475271083107315,0.077620864,0.09770062,0.9382394922169558,0.019537798400657874,0.10593561,0.13983235,0.854227363279503,2e-05
0,24,0.008422588898329851,0.07309556,0.09210532,0.9450384448877212,0.036201955595364176,0.14713764,0.19018742,0.853893222866334,2e-05
0,25,0.008342047826838247,0.0718425,0.09144035,0.9455886356690009,0.023960495018400252,0.111954354,0.15476435,0.8527357215694433,2e-05
0,26,0.008882084366932665,0.0746533,0.09384869,0.9435204986181833,0.023332729237154126,0.112413436,0.15279347,0.8524605156155136,2e-05
0,27,0.007659766134162692,0.06961681,0.0878127,0.9499315989199917,0.04381589746723572,0.16395141,0.20934364,0.8452507292707971,2e-05
0,28,0.007628168489486363,0.06953391,0.087685265,0.950396921436729,0.019284231433024008,0.10356116,0.13894026,0.8522613075151747,2e-05
0,29,0.006339374657230663,0.06256542,0.0790361,0.9595274496036845,0.022025522232676547,0.10662566,0.14845622,0.8484533782470342,2e-05
0,30,0.007214587496247949,0.067767516,0.08518289,0.9528662962187046,0.022773205768316984,0.107646205,0.15096699,0.8494724028894222,2e-05
0,31,0.005955475811263278,0.061118867,0.07751414,0.9609723044735297,0.024491209692011278,0.113681145,0.15650275,0.8494331348232161,2e-05
0,32,0.006295902925764316,0.06279359,0.07937192,0.9593197201977609,0.02563464214714865,0.11558906,0.1601134,0.8466697293575246,2e-05
0,33,0.005034571687556496,0.056654956,0.07123991,0.9670541186215056,0.031423117189357676,0.13308266,0.17723888,0.850237330159074,2e-05
0,34,0.005368496699993182,0.058464646,0.07357479,0.9648985291480372,0.022208749627073605,0.1172295,0.14907996,0.8560061056874715,2e-05
0,35,0.005357943288021788,0.058435183,0.07333042,0.9651123032852184,0.022674506918216746,0.1112303,0.1505913,0.8525198787571593,2e-05
0,36,0.004505273279945184,0.053138655,0.06723015,0.9706001522745611,0.02163768419995904,0.115136005,0.1471714,0.8496683872100217,2e-05
0,37,0.005099179434407617,0.0570556,0.071667165,0.9666588583924784,0.02200154277185599,0.10753987,0.14835994,0.8468122307638607,2e-05
