config_id,model_name,batch_size,epochs,learning_rate,warm_up,training_time,peak_memory,test_mse,test_mae,test_rmse,test_pearson,use_reference,layer_norm,use_pretrained_weight
0,indobenchmark/indobert-lite-base-p2,16,23,2e-05,0.0,2326.618000984192,6631.9150390625,0.014817895500787668,0.08912609,0.12299941,0.8874244025157544,True,fr,True
