config_id,model_name,batch_size,epochs,learning_rate,warm_up,training_time,peak_memory,test_mse,test_mae,test_rmse,test_pearson,use_reference,layer_norm,use_pretrained_weight
0,indobenchmark/indobert-lite-base-p2,16,20,2e-05,0.0,1875.145898103714,5467.275390625,0.037369982938149145,0.15633032,0.19578795,0.695671032816408,True,rms,False
