config_id,model_name,batch_size,epochs,learning_rate,warm_up,training_time,peak_memory,test_mse,test_mae,test_rmse,test_pearson,use_reference,layer_norm,use_pretrained_weight
0,indobenchmark/indobert-lite-base-p2,16,35,2e-05,0.0,6830.440722227097,6634.9150390625,0.022784802597016096,0.104942225,0.15092386,0.8918318157203671,True,ada,False
