config_id,model_name,batch_size,epochs,learning_rate,warm_up,training_time,peak_memory,test_mse,test_mae,test_rmse,test_pearson
0,indobenchmark/indobert-lite-base-p2,16,17,2e-05,0.0,3858.7561495304108,9115.04931640625,0.002557976757223649,0.031365447,0.050704766,0.9882556217307513
