config_id,epoch,train_mse,train_mae,train_rmse,train_pearson,valid_mse,valid_mae,valid_rmse,valid_pearson,learning_rate
0,1,0.42529574788619423,0.5114945,0.6522281,-0.21925313517381886,0.1740336926387889,0.31994563,0.4247542,-0.3204691547083596,2e-05
0,2,0.24765658636237972,0.3973521,0.49770433,-0.09231352856832854,0.1364493833056518,0.2933627,0.37578517,-0.1685780878351754,2e-05
0,3,0.2186315333662189,0.36786053,0.46755964,-0.008065700698012766,0.10963622720113822,0.26366842,0.3364042,0.007578513012355367,2e-05
0,4,0.1959406254447509,0.35223314,0.44261882,0.10842490179291954,0.09124172239431314,0.24264683,0.3064411,0.16644542805385112,2e-05
0,5,0.17028608629218886,0.32763165,0.41262943,0.18259457282537758,0.07850749577794756,0.22662714,0.28387606,0.29165970517069123,2e-05
0,6,0.16519346693965875,0.3259411,0.4064237,0.22519107722142462,0.06596559871520315,0.20703927,0.25982425,0.41203352609646743,2e-05
0,7,0.15824347114730103,0.31622243,0.39782047,0.28427831312159374,0.05830209037022931,0.193757,0.24394196,0.49218358368826004,2e-05
0,8,0.13808039854341578,0.29471588,0.37160257,0.3654364664935311,0.053291261196136475,0.18446562,0.23302425,0.5393380195599269,2e-05
0,9,0.13861269138265994,0.29601622,0.372203,0.3669217349738819,0.04960603519741978,0.17739648,0.22460736,0.5793356463577403,2e-05
0,10,0.13291714988022207,0.29356447,0.36459193,0.39209664246832315,0.04577446622507913,0.16984946,0.2155404,0.6185921467689974,2e-05
0,11,0.1277359449696318,0.28131208,0.3573743,0.4308289306982813,0.04241476580500603,0.16211185,0.20717922,0.6440038835122286,2e-05
0,12,0.12940512325997663,0.28695098,0.3597674,0.42248564391381815,0.039721002403114526,0.15546583,0.20024376,0.6681319777090889,2e-05
0,13,0.11317663409999598,0.26562372,0.33641046,0.49102129615004964,0.03807841587279524,0.15207522,0.19593276,0.6846191935101299,2e-05
0,14,0.11556105249535258,0.27071092,0.33997127,0.46755569256643054,0.03701947070658207,0.15072402,0.19313344,0.699230276605988,2e-05
0,15,0.11449154737953827,0.2687918,0.3383618,0.47923792516937563,0.03615537804684469,0.14873135,0.19080104,0.7093751036893746,2e-05
0,16,0.10982543947262184,0.26379028,0.3314285,0.4792850427916866,0.03418066578784159,0.14247338,0.18512402,0.7201018349604706,2e-05
0,17,0.11449060359290827,0.2720601,0.3383503,0.47451645700067946,0.03312990468527589,0.13932079,0.18194707,0.731140726988257,2e-05
0,18,0.10479187328263978,0.26001373,0.3236797,0.5225344146601546,0.032087965469275205,0.13715346,0.17905466,0.7381703598930576,2e-05
0,19,0.09807622119366566,0.25068417,0.31318042,0.5403360852935994,0.03240972464638097,0.13863017,0.18012305,0.7422097926553995,2e-05
0,20,0.10016666683498944,0.254413,0.31651762,0.5268505621847981,0.030613809690943787,0.1332697,0.1746018,0.7503170569002199,2e-05
0,21,0.0925042682336034,0.24172658,0.3041548,0.5487237197965866,0.02985886045332466,0.1312799,0.17192638,0.7571033314589934,2e-05
0,22,0.0903421519585302,0.23958418,0.30052236,0.5547004855668004,0.029777425607400283,0.13154659,0.17209361,0.7620531108823922,2e-05
0,23,0.09595067583233396,0.24763955,0.30977696,0.5310381508482681,0.02909588215074369,0.12954637,0.16992542,0.7681449955734181,2e-05
0,24,0.09078193497713481,0.23950782,0.30124912,0.5498077545554656,0.02789408460791622,0.12628049,0.16584404,0.7741958920028541,2e-05
0,25,0.08881279958464275,0.2331541,0.29804766,0.5511689542569308,0.02734189586980002,0.12488194,0.16417442,0.7799211054856309,2e-05
0,26,0.08700178493963223,0.23163691,0.2949703,0.5798717768687701,0.02723180010382618,0.12476273,0.16412307,0.7809650591815568,2e-05
0,27,0.0922005700870095,0.23957591,0.30367228,0.5614499052656116,0.02645292891455548,0.1230053,0.16146223,0.7861500524020801,2e-05
0,28,0.08048248754065727,0.22463417,0.28372994,0.5743747301473034,0.025940241558211192,0.12102352,0.1594419,0.7916729639078838,2e-05
0,29,0.08317666946449012,0.22686622,0.28843507,0.5836423309649266,0.025589391056980406,0.12104292,0.15852927,0.7968160891918247,2e-05
0,30,0.0794454639969028,0.22369581,0.281858,0.5965301433498699,0.025824866789792265,0.12142789,0.15946315,0.7996457236171751,2e-05
0,31,0.08171211332779064,0.22985758,0.28588006,0.5789155767677554,0.024829881531851634,0.118281424,0.15588026,0.8025229198878726,2e-05
0,32,0.07730657412348507,0.22436877,0.2779996,0.602549169952377,0.02489926732544388,0.119094595,0.15640104,0.806084798746504,2e-05
0,33,0.07715799574191883,0.22071975,0.27778232,0.6220303171089495,0.02461549480046545,0.118471354,0.15555243,0.805972673745923,2e-05
